SampleID,Normalization,Panel,Plate,Adj_factor,UniProt,OlinkID,Donor,Celltype,Stimulation,CD56status,Celltype_CD56status,Assay,LOD,NPX
CD8T PI D7,Intensity Normalized (v.2),Olink Inflammation,2,4.50E-05,P02778,OID00535,D7,CD8T,PMA + Ionomycin,NA,CD8T,CXCL10,0.537355,2.653705
CD56+M cyto D5,Intensity Normalized (v.2),Olink Inflammation,2,4.50E-05,P02778,OID00535,D5,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,CXCL10,0.537355,1.378115
NK D7,Intensity Normalized (v.2),Olink Inflammation,2,4.50E-05,P02778,OID00535,D7,NK,control,NA,NK,CXCL10,0.537355,-1.533735
CD8T PI D4,Intensity Normalized (v.2),Olink Inflammation,2,4.50E-05,P02778,OID00535,D4,CD8T,PMA + Ionomycin,NA,CD8T,CXCL10,0.537355,-0.479015
NK D6,Intensity Normalized (v.2),Olink Inflammation,2,4.50E-05,P02778,OID00535,D6,NK,control,NA,NK,CXCL10,0.537355,-1.516605
CD56+M PI D5,Intensity Normalized (v.2),Olink Inflammation,2,4.50E-05,P02778,OID00535,D5,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,CXCL10,0.537355,-0.252335
CD56-M D7,Intensity Normalized (v.2),Olink Inflammation,2,4.50E-05,P02778,OID00535,D7,MAIT,control,CD56neg,CD56- MAIT,CXCL10,0.537355,-1.426025
CD56+M D5,Intensity Normalized (v.2),Olink Inflammation,2,4.50E-05,P02778,OID00535,D5,MAIT,control,CD56pos,CD56+ MAIT,CXCL10,0.537355,-0.270275
CD56-M cyto D7,Intensity Normalized (v.2),Olink Inflammation,2,4.50E-05,P02778,OID00535,D7,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,CXCL10,0.537355,-0.265335
NK D5,Intensity Normalized (v.2),Olink Inflammation,2,4.50E-05,P02778,OID00535,D5,NK,control,NA,NK,CXCL10,0.537355,-0.098025
CD8T PI D6,Intensity Normalized (v.2),Olink Inflammation,2,4.50E-05,P02778,OID00535,D6,CD8T,PMA + Ionomycin,NA,CD8T,CXCL10,0.537355,-0.295095
CD56+M PI D7,Intensity Normalized (v.2),Olink Inflammation,2,4.50E-05,P02778,OID00535,D7,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,CXCL10,0.537355,-0.462775
CD8T PI D5,Intensity Normalized (v.2),Olink Inflammation,2,4.50E-05,P02778,OID00535,D5,CD8T,PMA + Ionomycin,NA,CD8T,CXCL10,0.537355,-0.439245
CD56-M PI D4,Intensity Normalized (v.2),Olink Inflammation,2,4.50E-05,P02778,OID00535,D4,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,CXCL10,0.537355,-0.858005
CD56+M D7,Intensity Normalized (v.2),Olink Inflammation,2,4.50E-05,P02778,OID00535,D7,MAIT,control,CD56pos,CD56+ MAIT,CXCL10,0.537355,-0.629325
CD56-M cyto D4,Intensity Normalized (v.2),Olink Inflammation,2,0.61333,Q13541,OID00536,D4,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,4E-BP1,0.41741,1.93233
CD56-M cyto D6,Intensity Normalized (v.2),Olink Inflammation,2,0.61333,Q13541,OID00536,D6,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,4E-BP1,0.41741,1.67015
CD56-M PI D7,Intensity Normalized (v.2),Olink Inflammation,2,0.61333,Q13541,OID00536,D7,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,4E-BP1,0.41741,1.04164
NK cyto D4,Intensity Normalized (v.2),Olink Inflammation,2,0.61333,Q13541,OID00536,D4,NK,IL-12 + IL-18,NA,NK,4E-BP1,0.41741,-0.23261
NK cyto D6,Intensity Normalized (v.2),Olink Inflammation,2,0.61333,Q13541,OID00536,D6,NK,IL-12 + IL-18,NA,NK,4E-BP1,0.41741,0.8136
CD56+M PI D6,Intensity Normalized (v.2),Olink Inflammation,2,0.61333,Q13541,OID00536,D6,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,4E-BP1,0.41741,0.68079
CD56-M D6,Intensity Normalized (v.2),Olink Inflammation,2,0.61333,Q13541,OID00536,D6,MAIT,control,CD56neg,CD56- MAIT,4E-BP1,0.41741,1.56922
CD56-M cyto D5,Intensity Normalized (v.2),Olink Inflammation,2,0.61333,Q13541,OID00536,D5,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,4E-BP1,0.41741,0.37651
NK D4,Intensity Normalized (v.2),Olink Inflammation,2,0.61333,Q13541,OID00536,D4,NK,control,NA,NK,4E-BP1,0.41741,-0.31233
NK cyto D5,Intensity Normalized (v.2),Olink Inflammation,2,0.61333,Q13541,OID00536,D5,NK,IL-12 + IL-18,NA,NK,4E-BP1,0.41741,-0.18932
CD56+M cyto D4,Intensity Normalized (v.2),Olink Inflammation,2,0.61333,Q13541,OID00536,D4,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,4E-BP1,0.41741,0.5293
CD56+M PI D4,Intensity Normalized (v.2),Olink Inflammation,2,0.61333,Q13541,OID00536,D4,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,4E-BP1,0.41741,0.59493
CD56-M PI D5,Intensity Normalized (v.2),Olink Inflammation,2,0.61333,Q13541,OID00536,D5,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,4E-BP1,0.41741,0.26994
CD56+M cyto D7,Intensity Normalized (v.2),Olink Inflammation,2,0.61333,Q13541,OID00536,D7,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,4E-BP1,0.41741,1.00718
NK cyto D7,Intensity Normalized (v.2),Olink Inflammation,2,0.61333,Q13541,OID00536,D7,NK,IL-12 + IL-18,NA,NK,4E-BP1,0.41741,-0.82484
CD56-M D4,Intensity Normalized (v.2),Olink Inflammation,2,0.61333,Q13541,OID00536,D4,MAIT,control,CD56neg,CD56- MAIT,4E-BP1,0.41741,1.04645
CD56+M D6,Intensity Normalized (v.2),Olink Inflammation,2,0.61333,Q13541,OID00536,D6,MAIT,control,CD56pos,CD56+ MAIT,4E-BP1,0.41741,1.26505
CD56+M D4,Intensity Normalized (v.2),Olink Inflammation,2,0.61333,Q13541,OID00536,D4,MAIT,control,CD56pos,CD56+ MAIT,4E-BP1,0.41741,1.98542
CD56-M D5,Intensity Normalized (v.2),Olink Inflammation,2,0.61333,Q13541,OID00536,D5,MAIT,control,CD56neg,CD56- MAIT,4E-BP1,0.41741,1.91322
CD56+M cyto D6,Intensity Normalized (v.2),Olink Inflammation,2,0.61333,Q13541,OID00536,D6,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,4E-BP1,0.41741,1.23107
CD56-M PI D6,Intensity Normalized (v.2),Olink Inflammation,2,0.61333,Q13541,OID00536,D6,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,4E-BP1,0.41741,0.57494
CD8T PI D7,Intensity Normalized (v.2),Olink Inflammation,2,0.61333,Q13541,OID00536,D7,CD8T,PMA + Ionomycin,NA,CD8T,4E-BP1,0.41741,0.13693
CD56+M cyto D5,Intensity Normalized (v.2),Olink Inflammation,2,0.61333,Q13541,OID00536,D5,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,4E-BP1,0.41741,0.74339
NK D7,Intensity Normalized (v.2),Olink Inflammation,2,0.61333,Q13541,OID00536,D7,NK,control,NA,NK,4E-BP1,0.41741,-0.22795
CD8T PI D4,Intensity Normalized (v.2),Olink Inflammation,2,0.61333,Q13541,OID00536,D4,CD8T,PMA + Ionomycin,NA,CD8T,4E-BP1,0.41741,0.76549
NK D6,Intensity Normalized (v.2),Olink Inflammation,2,0.61333,Q13541,OID00536,D6,NK,control,NA,NK,4E-BP1,0.41741,-0.3729
CD56+M PI D5,Intensity Normalized (v.2),Olink Inflammation,2,0.61333,Q13541,OID00536,D5,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,4E-BP1,0.41741,0.69593
CD56-M D7,Intensity Normalized (v.2),Olink Inflammation,2,0.61333,Q13541,OID00536,D7,MAIT,control,CD56neg,CD56- MAIT,4E-BP1,0.41741,1.27931
CD56+M D5,Intensity Normalized (v.2),Olink Inflammation,2,0.61333,Q13541,OID00536,D5,MAIT,control,CD56pos,CD56+ MAIT,4E-BP1,0.41741,1.04937
CD56-M cyto D7,Intensity Normalized (v.2),Olink Inflammation,2,0.61333,Q13541,OID00536,D7,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,4E-BP1,0.41741,1.38213
NK D5,Intensity Normalized (v.2),Olink Inflammation,2,0.61333,Q13541,OID00536,D5,NK,control,NA,NK,4E-BP1,0.41741,0.13165
CD8T PI D6,Intensity Normalized (v.2),Olink Inflammation,2,0.61333,Q13541,OID00536,D6,CD8T,PMA + Ionomycin,NA,CD8T,4E-BP1,0.41741,-0.27316
CD56+M PI D7,Intensity Normalized (v.2),Olink Inflammation,2,0.61333,Q13541,OID00536,D7,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,4E-BP1,0.41741,0.63414
CD8T PI D5,Intensity Normalized (v.2),Olink Inflammation,2,0.61333,Q13541,OID00536,D5,CD8T,PMA + Ionomycin,NA,CD8T,4E-BP1,0.41741,0.01849
CD56-M PI D4,Intensity Normalized (v.2),Olink Inflammation,2,0.61333,Q13541,OID00536,D4,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,4E-BP1,0.41741,0.21936
CD56+M D7,Intensity Normalized (v.2),Olink Inflammation,2,0.61333,Q13541,OID00536,D7,MAIT,control,CD56pos,CD56+ MAIT,4E-BP1,0.41741,0.63817
CD56-M cyto D4,Intensity Normalized (v.2),Olink Inflammation,2,0.06105,Q9NYY1,OID00537,D4,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,IL-20,-2.55319,-2.32159
CD56-M cyto D6,Intensity Normalized (v.2),Olink Inflammation,2,0.06105,Q9NYY1,OID00537,D6,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,IL-20,-2.55319,-2.8007
CD56-M PI D7,Intensity Normalized (v.2),Olink Inflammation,2,0.06105,Q9NYY1,OID00537,D7,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,IL-20,-2.55319,-2.49033
NK cyto D4,Intensity Normalized (v.2),Olink Inflammation,2,0.06105,Q9NYY1,OID00537,D4,NK,IL-12 + IL-18,NA,NK,IL-20,-2.55319,-2.94053
NK cyto D6,Intensity Normalized (v.2),Olink Inflammation,2,0.06105,Q9NYY1,OID00537,D6,NK,IL-12 + IL-18,NA,NK,IL-20,-2.55319,-2.96048
CD56+M PI D6,Intensity Normalized (v.2),Olink Inflammation,2,0.06105,Q9NYY1,OID00537,D6,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,IL-20,-2.55319,-2.7678
CD56-M D6,Intensity Normalized (v.2),Olink Inflammation,2,0.06105,Q9NYY1,OID00537,D6,MAIT,control,CD56neg,CD56- MAIT,IL-20,-2.55319,-3.00325
CD56-M cyto D5,Intensity Normalized (v.2),Olink Inflammation,2,0.06105,Q9NYY1,OID00537,D5,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,IL-20,-2.55319,-3.4797
NK D4,Intensity Normalized (v.2),Olink Inflammation,2,0.06105,Q9NYY1,OID00537,D4,NK,control,NA,NK,IL-20,-2.55319,-3.2901
NK cyto D5,Intensity Normalized (v.2),Olink Inflammation,2,0.06105,Q9NYY1,OID00537,D5,NK,IL-12 + IL-18,NA,NK,IL-20,-2.55319,-2.84616
CD56+M cyto D4,Intensity Normalized (v.2),Olink Inflammation,2,0.06105,Q9NYY1,OID00537,D4,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,IL-20,-2.55319,-3.31006
CD56+M PI D4,Intensity Normalized (v.2),Olink Inflammation,2,0.06105,Q9NYY1,OID00537,D4,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,IL-20,-2.55319,-2.97826
CD56-M PI D5,Intensity Normalized (v.2),Olink Inflammation,2,0.06105,Q9NYY1,OID00537,D5,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,IL-20,-2.55319,-2.70166
CD56+M cyto D7,Intensity Normalized (v.2),Olink Inflammation,2,0.06105,Q9NYY1,OID00537,D7,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,IL-20,-2.55319,-2.82688
NK cyto D7,Intensity Normalized (v.2),Olink Inflammation,2,0.06105,Q9NYY1,OID00537,D7,NK,IL-12 + IL-18,NA,NK,IL-20,-2.55319,-3.27065
CD56-M D4,Intensity Normalized (v.2),Olink Inflammation,2,0.06105,Q9NYY1,OID00537,D4,MAIT,control,CD56neg,CD56- MAIT,IL-20,-2.55319,-2.86901
CD56+M D6,Intensity Normalized (v.2),Olink Inflammation,2,0.06105,Q9NYY1,OID00537,D6,MAIT,control,CD56pos,CD56+ MAIT,IL-20,-2.55319,-2.96931
CD56+M D4,Intensity Normalized (v.2),Olink Inflammation,2,0.06105,Q9NYY1,OID00537,D4,MAIT,control,CD56pos,CD56+ MAIT,IL-20,-2.55319,-2.90319
CD56-M D5,Intensity Normalized (v.2),Olink Inflammation,2,0.06105,Q9NYY1,OID00537,D5,MAIT,control,CD56neg,CD56- MAIT,IL-20,-2.55319,-3.05797
CD56+M cyto D6,Intensity Normalized (v.2),Olink Inflammation,2,0.06105,Q9NYY1,OID00537,D6,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,IL-20,-2.55319,-2.81864
CD56-M PI D6,Intensity Normalized (v.2),Olink Inflammation,2,0.06105,Q9NYY1,OID00537,D6,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,IL-20,-2.55319,-2.95476
CD8T PI D7,Intensity Normalized (v.2),Olink Inflammation,2,0.06105,Q9NYY1,OID00537,D7,CD8T,PMA + Ionomycin,NA,CD8T,IL-20,-2.55319,-2.98041
CD56+M cyto D5,Intensity Normalized (v.2),Olink Inflammation,2,0.06105,Q9NYY1,OID00537,D5,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,IL-20,-2.55319,-3.20585
NK D7,Intensity Normalized (v.2),Olink Inflammation,2,0.06105,Q9NYY1,OID00537,D7,NK,control,NA,NK,IL-20,-2.55319,-3.17126
CD8T PI D4,Intensity Normalized (v.2),Olink Inflammation,2,0.06105,Q9NYY1,OID00537,D4,CD8T,PMA + Ionomycin,NA,CD8T,IL-20,-2.55319,-3.2262
NK D6,Intensity Normalized (v.2),Olink Inflammation,2,0.06105,Q9NYY1,OID00537,D6,NK,control,NA,NK,IL-20,-2.55319,-3.04474
CD56+M PI D5,Intensity Normalized (v.2),Olink Inflammation,2,0.06105,Q9NYY1,OID00537,D5,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,IL-20,-2.55319,-2.72998
CD56-M D7,Intensity Normalized (v.2),Olink Inflammation,2,0.06105,Q9NYY1,OID00537,D7,MAIT,control,CD56neg,CD56- MAIT,IL-20,-2.55319,-2.74756
CD56+M D5,Intensity Normalized (v.2),Olink Inflammation,2,0.06105,Q9NYY1,OID00537,D5,MAIT,control,CD56pos,CD56+ MAIT,IL-20,-2.55319,-3.27657
CD56-M cyto D7,Intensity Normalized (v.2),Olink Inflammation,2,0.06105,Q9NYY1,OID00537,D7,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,IL-20,-2.55319,-2.96093
NK D5,Intensity Normalized (v.2),Olink Inflammation,2,0.06105,Q9NYY1,OID00537,D5,NK,control,NA,NK,IL-20,-2.55319,-3.01075
CD8T PI D6,Intensity Normalized (v.2),Olink Inflammation,2,0.06105,Q9NYY1,OID00537,D6,CD8T,PMA + Ionomycin,NA,CD8T,IL-20,-2.55319,-3.60544
CD56+M PI D7,Intensity Normalized (v.2),Olink Inflammation,2,0.06105,Q9NYY1,OID00537,D7,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,IL-20,-2.55319,-2.84797
CD8T PI D5,Intensity Normalized (v.2),Olink Inflammation,2,0.06105,Q9NYY1,OID00537,D5,CD8T,PMA + Ionomycin,NA,CD8T,IL-20,-2.55319,-2.8773
CD56-M PI D4,Intensity Normalized (v.2),Olink Inflammation,2,0.06105,Q9NYY1,OID00537,D4,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,IL-20,-2.55319,-3.0814
CD56+M D7,Intensity Normalized (v.2),Olink Inflammation,2,0.06105,Q9NYY1,OID00537,D7,MAIT,control,CD56pos,CD56+ MAIT,IL-20,-2.55319,-3.16348
CD56-M cyto D4,Intensity Normalized (v.2),Olink Inflammation,2,0.00271,Q8IXJ6,OID00538,D4,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,SIRT2,0.02332,-0.08476
CD56-M cyto D6,Intensity Normalized (v.2),Olink Inflammation,2,0.00271,Q8IXJ6,OID00538,D6,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,SIRT2,0.02332,-0.1688
CD56-M PI D7,Intensity Normalized (v.2),Olink Inflammation,2,0.00271,Q8IXJ6,OID00538,D7,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,SIRT2,0.02332,-0.06203
NK cyto D4,Intensity Normalized (v.2),Olink Inflammation,2,0.00271,Q8IXJ6,OID00538,D4,NK,IL-12 + IL-18,NA,NK,SIRT2,0.02332,-0.67764
NK cyto D6,Intensity Normalized (v.2),Olink Inflammation,2,0.00271,Q8IXJ6,OID00538,D6,NK,IL-12 + IL-18,NA,NK,SIRT2,0.02332,-0.54052
CD56+M PI D6,Intensity Normalized (v.2),Olink Inflammation,2,0.00271,Q8IXJ6,OID00538,D6,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,SIRT2,0.02332,0.23266
CD56-M D6,Intensity Normalized (v.2),Olink Inflammation,2,0.00271,Q8IXJ6,OID00538,D6,MAIT,control,CD56neg,CD56- MAIT,SIRT2,0.02332,-1.11078
CD56-M cyto D5,Intensity Normalized (v.2),Olink Inflammation,2,0.00271,Q8IXJ6,OID00538,D5,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,SIRT2,0.02332,-1.34913
NK D4,Intensity Normalized (v.2),Olink Inflammation,2,0.00271,Q8IXJ6,OID00538,D4,NK,control,NA,NK,SIRT2,0.02332,-1.4633
NK cyto D5,Intensity Normalized (v.2),Olink Inflammation,2,0.00271,Q8IXJ6,OID00538,D5,NK,IL-12 + IL-18,NA,NK,SIRT2,0.02332,-0.65074
CD56+M cyto D4,Intensity Normalized (v.2),Olink Inflammation,2,0.00271,Q8IXJ6,OID00538,D4,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,SIRT2,0.02332,-0.98906
CD56+M PI D4,Intensity Normalized (v.2),Olink Inflammation,2,0.00271,Q8IXJ6,OID00538,D4,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,SIRT2,0.02332,-0.38756
CD56-M PI D5,Intensity Normalized (v.2),Olink Inflammation,2,0.00271,Q8IXJ6,OID00538,D5,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,SIRT2,0.02332,-0.35886
CD56+M cyto D7,Intensity Normalized (v.2),Olink Inflammation,2,0.00271,Q8IXJ6,OID00538,D7,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,SIRT2,0.02332,-0.47016
NK cyto D7,Intensity Normalized (v.2),Olink Inflammation,2,0.00271,Q8IXJ6,OID00538,D7,NK,IL-12 + IL-18,NA,NK,SIRT2,0.02332,-0.94311
CD56-M D4,Intensity Normalized (v.2),Olink Inflammation,2,0.00271,Q8IXJ6,OID00538,D4,MAIT,control,CD56neg,CD56- MAIT,SIRT2,0.02332,-1.31006
CD56+M D6,Intensity Normalized (v.2),Olink Inflammation,2,0.00271,Q8IXJ6,OID00538,D6,MAIT,control,CD56pos,CD56+ MAIT,SIRT2,0.02332,-0.30712
CD56+M D4,Intensity Normalized (v.2),Olink Inflammation,2,0.00271,Q8IXJ6,OID00538,D4,MAIT,control,CD56pos,CD56+ MAIT,SIRT2,0.02332,-0.46659
CD56-M D5,Intensity Normalized (v.2),Olink Inflammation,2,0.00271,Q8IXJ6,OID00538,D5,MAIT,control,CD56neg,CD56- MAIT,SIRT2,0.02332,-0.97527
CD56+M cyto D6,Intensity Normalized (v.2),Olink Inflammation,2,0.00271,Q8IXJ6,OID00538,D6,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,SIRT2,0.02332,-0.49067
CD56-M PI D6,Intensity Normalized (v.2),Olink Inflammation,2,0.00271,Q8IXJ6,OID00538,D6,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,SIRT2,0.02332,-0.28314
CD8T PI D7,Intensity Normalized (v.2),Olink Inflammation,2,0.00271,Q8IXJ6,OID00538,D7,CD8T,PMA + Ionomycin,NA,CD8T,SIRT2,0.02332,-1.1807
CD56+M cyto D5,Intensity Normalized (v.2),Olink Inflammation,2,0.00271,Q8IXJ6,OID00538,D5,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,SIRT2,0.02332,-0.5502
NK D7,Intensity Normalized (v.2),Olink Inflammation,2,0.00271,Q8IXJ6,OID00538,D7,NK,control,NA,NK,SIRT2,0.02332,-0.63062
CD8T PI D4,Intensity Normalized (v.2),Olink Inflammation,2,0.00271,Q8IXJ6,OID00538,D4,CD8T,PMA + Ionomycin,NA,CD8T,SIRT2,0.02332,-1.47799
NK D6,Intensity Normalized (v.2),Olink Inflammation,2,0.00271,Q8IXJ6,OID00538,D6,NK,control,NA,NK,SIRT2,0.02332,-0.95914
CD56+M PI D5,Intensity Normalized (v.2),Olink Inflammation,2,0.00271,Q8IXJ6,OID00538,D5,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,SIRT2,0.02332,0.01443
CD56-M D7,Intensity Normalized (v.2),Olink Inflammation,2,0.00271,Q8IXJ6,OID00538,D7,MAIT,control,CD56neg,CD56- MAIT,SIRT2,0.02332,-0.2479
CD56+M D5,Intensity Normalized (v.2),Olink Inflammation,2,0.00271,Q8IXJ6,OID00538,D5,MAIT,control,CD56pos,CD56+ MAIT,SIRT2,0.02332,-1.71528
CD56-M cyto D7,Intensity Normalized (v.2),Olink Inflammation,2,0.00271,Q8IXJ6,OID00538,D7,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,SIRT2,0.02332,0.05181
NK D5,Intensity Normalized (v.2),Olink Inflammation,2,0.00271,Q8IXJ6,OID00538,D5,NK,control,NA,NK,SIRT2,0.02332,-0.54268
CD8T PI D6,Intensity Normalized (v.2),Olink Inflammation,2,0.00271,Q8IXJ6,OID00538,D6,CD8T,PMA + Ionomycin,NA,CD8T,SIRT2,0.02332,-1.30592
CD56+M PI D7,Intensity Normalized (v.2),Olink Inflammation,2,0.00271,Q8IXJ6,OID00538,D7,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,SIRT2,0.02332,-1.08642
CD8T PI D5,Intensity Normalized (v.2),Olink Inflammation,2,0.00271,Q8IXJ6,OID00538,D5,CD8T,PMA + Ionomycin,NA,CD8T,SIRT2,0.02332,-0.27732
CD56-M PI D4,Intensity Normalized (v.2),Olink Inflammation,2,0.00271,Q8IXJ6,OID00538,D4,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,SIRT2,0.02332,-1.50919
CD56+M D7,Intensity Normalized (v.2),Olink Inflammation,2,0.00271,Q8IXJ6,OID00538,D7,MAIT,control,CD56pos,CD56+ MAIT,SIRT2,0.02332,-1.24945
CD56-M cyto D4,Intensity Normalized (v.2),Olink Inflammation,2,0.089825,Q9NRJ3,OID00539,D4,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,CCL28,-2.245475,-2.026725
CD56-M cyto D6,Intensity Normalized (v.2),Olink Inflammation,2,0.089825,Q9NRJ3,OID00539,D6,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,CCL28,-2.245475,-2.379335
CD56-M PI D7,Intensity Normalized (v.2),Olink Inflammation,2,0.089825,Q9NRJ3,OID00539,D7,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,CCL28,-2.245475,-1.896035
NK cyto D4,Intensity Normalized (v.2),Olink Inflammation,2,0.089825,Q9NRJ3,OID00539,D4,NK,IL-12 + IL-18,NA,NK,CCL28,-2.245475,-2.519815
NK cyto D6,Intensity Normalized (v.2),Olink Inflammation,2,0.089825,Q9NRJ3,OID00539,D6,NK,IL-12 + IL-18,NA,NK,CCL28,-2.245475,-2.763675
CD56+M PI D6,Intensity Normalized (v.2),Olink Inflammation,2,0.089825,Q9NRJ3,OID00539,D6,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,CCL28,-2.245475,-2.242275
CD56-M D6,Intensity Normalized (v.2),Olink Inflammation,2,0.089825,Q9NRJ3,OID00539,D6,MAIT,control,CD56neg,CD56- MAIT,CCL28,-2.245475,-2.153495
CD56-M cyto D5,Intensity Normalized (v.2),Olink Inflammation,2,0.089825,Q9NRJ3,OID00539,D5,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,CCL28,-2.245475,-2.637665
NK D4,Intensity Normalized (v.2),Olink Inflammation,2,0.089825,Q9NRJ3,OID00539,D4,NK,control,NA,NK,CCL28,-2.245475,-2.241205
NK cyto D5,Intensity Normalized (v.2),Olink Inflammation,2,0.089825,Q9NRJ3,OID00539,D5,NK,IL-12 + IL-18,NA,NK,CCL28,-2.245475,-2.502245
CD56+M cyto D4,Intensity Normalized (v.2),Olink Inflammation,2,0.089825,Q9NRJ3,OID00539,D4,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,CCL28,-2.245475,-2.322035
CD56+M PI D4,Intensity Normalized (v.2),Olink Inflammation,2,0.089825,Q9NRJ3,OID00539,D4,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,CCL28,-2.245475,-2.231855
CD56-M PI D5,Intensity Normalized (v.2),Olink Inflammation,2,0.089825,Q9NRJ3,OID00539,D5,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,CCL28,-2.245475,-2.145495
CD56+M cyto D7,Intensity Normalized (v.2),Olink Inflammation,2,0.089825,Q9NRJ3,OID00539,D7,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,CCL28,-2.245475,-2.778745
NK cyto D7,Intensity Normalized (v.2),Olink Inflammation,2,0.089825,Q9NRJ3,OID00539,D7,NK,IL-12 + IL-18,NA,NK,CCL28,-2.245475,-2.879125
CD56-M D4,Intensity Normalized (v.2),Olink Inflammation,2,0.089825,Q9NRJ3,OID00539,D4,MAIT,control,CD56neg,CD56- MAIT,CCL28,-2.245475,-2.223885
CD56+M D6,Intensity Normalized (v.2),Olink Inflammation,2,0.089825,Q9NRJ3,OID00539,D6,MAIT,control,CD56pos,CD56+ MAIT,CCL28,-2.245475,-2.685325
CD56+M D4,Intensity Normalized (v.2),Olink Inflammation,2,0.089825,Q9NRJ3,OID00539,D4,MAIT,control,CD56pos,CD56+ MAIT,CCL28,-2.245475,-2.721045
CD56-M D5,Intensity Normalized (v.2),Olink Inflammation,2,0.089825,Q9NRJ3,OID00539,D5,MAIT,control,CD56neg,CD56- MAIT,CCL28,-2.245475,-2.096435
CD56+M cyto D6,Intensity Normalized (v.2),Olink Inflammation,2,0.089825,Q9NRJ3,OID00539,D6,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,CCL28,-2.245475,-2.723365
CD56-M PI D6,Intensity Normalized (v.2),Olink Inflammation,2,0.089825,Q9NRJ3,OID00539,D6,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,CCL28,-2.245475,-2.424445
CD8T PI D7,Intensity Normalized (v.2),Olink Inflammation,2,0.089825,Q9NRJ3,OID00539,D7,CD8T,PMA + Ionomycin,NA,CD8T,CCL28,-2.245475,-2.467215
